Data;Sensore_1[mm];Sensore_2[mm];Sensore_3[mm];Sensore_4[mm];Sensore_5[mm];Sensore_6[mm];Sensore_7[mm];Sensore_8[mm]
05.04.2025 16:09;1000,86;1001,62;638,7;457,13;486,75;458,05;102,65;99,78
05.04.2025 16:09;1001,31;1001,62;639,81;457,13;485,65;453,41;102,65;99,78
05.04.2025 16:09;1000,86;1001,39;641,13;458,01;485,65;455,4;102,43;99,56
05.04.2025 16:09;1001,31;1001,62;638,7;456,91;485,65;451,64;102,87;99,78
05.04.2025 16:09;1000,86;1001,62;642,24;458,01;484,11;452,75;102,43;99,56
05.04.2025 16:09;1000,86;1001,62;638,48;456,91;484,55;450,32;102,43;99,78
05.04.2025 16:09;1001,31;1001,62;642,24;458,67;483,22;448,55;102,65;99,78
05.04.2025 16:09;1000,86;1001,62;638,7;458,67;482,78;450,98;102,43;99,56
05.04.2025 16:09;1001,31;1001,62;638,7;458,01;481,68;447,22;102,65;99,78
05.04.2025 16:09;1000,86;1001,62;642,24;459,34;479,91;449,43;102,43;99,56
05.04.2025 16:09;1000,86;1001,39;638,48;457,79;480,13;445,68;102,43;99,78
05.04.2025 16:09;1001,31;1001,62;642,46;459,56;478,15;446,56;102,65;99,78
05.04.2025 16:09;1000,64;1001,39;638,26;457,79;477,48;447,22;102,21;99,56
05.04.2025 16:09;1001,31;1001,62;640,47;458,45;475,94;444,57;102,43;99,78
05.04.2025 16:09;1000,86;1001,62;640,91;459,56;474,39;447,67;102,43;99,56
05.04.2025 16:09;1001,08;1001,62;638,48;458,01;473,51;443,91;102,21;99,56
05.04.2025 16:09;1001,08;1001,62;642,46;458,9;471,52;447,67;102,65;99,78
05.04.2025 16:09;1000,64;1001,39;638,48;456,91;470,86;444,13;102,21;99,56
05.04.2025 16:09;1001,31;1001,62;642,24;457,79;468,87;444,57;102,43;99,78
05.04.2025 16:09;1000,86;1001,62;638,92;458,01;467,99;447,89;102,43;99,56
05.04.2025 16:09;1001,08;1001,62;638,7;456,91;466,45;444,57;102,21;99,56
05.04.2025 16:09;1001,08;1001,62;642,24;458,67;464,24;449,21;102,65;99,78
05.04.2025 16:09;1000,64;1001,39;638,26;456,69;464,02;445,68;102,43;99,56
05.04.2025 16:09;1001,31;1001,62;642,24;458,45;461,59;448,77;102,43;99,56
05.04.2025 16:09;1000,86;1001,62;638,7;457,13;460,93;448,99;102,43;99,78
05.04.2025 16:09;1001,31;1001,62;640,25;456,91;458,94;447,89;102,21;99,56
05.04.2025 16:09;1000,86;1001,62;640,03;458,9;457,84;452,75;102,65;99,78
05.04.2025 16:09;1000,64;1001,39;638,26;458,23;457,17;449,87;102,43;99,56
05.04.2025 16:09;1001,31;1001,62;642,24;459,56;454,75;454,96;102,65;99,78
05.04.2025 16:09;1001,08;1001,62;638,48;458,23;454,75;451,64;102,65;99,78
05.04.2025 16:09;1001,08;1001,62;641,79;458,67;452,54;453,85;102,43;99,56
05.04.2025 16:09;1000,86;1001,62;638,48;459,12;451,88;457,61;102,65;99,78
05.04.2025 16:09;1000,86;1001,62;638,92;458,45;450,55;455,84;102,65;99,56
05.04.2025 16:09;1001,08;1001,62;641,79;459,56;448,79;460,7;102,43;99,56
05.04.2025 16:09;1001,08;1001,62;638,92;458,67;449,45;458,49;102,87;99,78
05.04.2025 16:09;1001,31;1001,62;642,24;459,78;447,02;462,91;102,65;99,56
05.04.2025 16:09;1000,64;1001,39;638,48;458,45;446,8;462,02;102,65;99,78
05.04.2025 16:09;1001,08;1001,62;641,35;457,35;445,25;463,13;102,65;99,78
