Data;Sensore_1[mm];Sensore_2[mm];Sensore_3[mm];Sensore_4[mm];Sensore_5[mm];Sensore_6[mm];Sensore_7[mm];Sensore_8[mm]
05/04/2025 09:31:16.67;1000.42;1001.62;636.93;456.69;522.52;521.22;103.09;99.56
05/04/2025 09:31:16.68;1001.08;1001.62;640.69;457.79;521.41;520.11;103.09;99.78
05/04/2025 09:31:16.70;1000.86;1001.62;636.71;456.91;522.74;521.66;103.32;99.56
05/04/2025 09:31:16.71;1000.86;1001.62;640.25;456.69;521.63;519.89;103.09;99.56
05/04/2025 09:31:16.72;1001.08;1001.62;636.71;456.02;521.85;520.78;103.09;99.56
05/04/2025 09:31:16.72;1000.86;1001.62;636.93;456.02;522.30;520.56;103.32;99.78
05/04/2025 09:31:16.74;1001.08;1001.62;640.25;456.91;521.63;519.89;103.09;99.56
05/04/2025 09:31:16.75;1000.42;1001.39;636.49;455.58;522.74;521.22;103.09;99.56
05/04/2025 09:31:16.76;1000.86;1001.62;640.47;457.13;521.63;520.11;103.32;99.56
05/04/2025 09:31:16.77;1000.86;1001.62;636.71;455.80;522.74;521.44;103.09;99.78
05/04/2025 09:31:16.78;1000.64;1001.62;638.70;455.80;521.63;519.89;102.87;99.56
05/04/2025 09:31:16.79;1001.08;1001.39;638.48;456.91;521.85;520.11;103.09;99.78
05/04/2025 09:31:16.79;1000.64;1001.62;636.93;455.80;522.74;521.44;103.32;99.78
05/04/2025 09:31:16.80;1001.31;1001.62;640.47;457.79;521.85;520.11;103.09;99.56
05/04/2025 09:31:16.81;1000.86;1001.39;636.49;456.69;522.96;521.66;103.09;99.56
05/04/2025 09:31:16.82;1000.86;1001.62;640.69;458.23;521.85;520.34;103.32;99.78
05/04/2025 09:31:16.83;1001.08;1001.62;636.49;457.35;522.52;521.22;103.09;99.56
05/04/2025 09:31:16.84;1000.64;1001.62;636.93;456.69;522.52;520.34;103.09;99.56
05/04/2025 09:31:16.85;1001.31;1001.62;640.25;458.23;522.08;520.34;103.32;99.78
05/04/2025 09:31:16.86;1000.64;1001.62;636.71;456.91;522.96;521.66;103.09;99.56
05/04/2025 09:31:16.87;1000.64;1001.62;640.47;458.01;521.85;519.89;103.09;99.56
05/04/2025 09:31:16.88;1001.08;1001.62;636.71;456.91;522.96;521.66;103.32;99.78
05/04/2025 09:31:16.89;1000.64;1001.62;639.58;457.79;522.08;520.34;103.32;99.78
05/04/2025 09:31:16.90;1001.08;1001.62;638.04;457.79;522.08;520.56;103.09;99.56
05/04/2025 09:31:16.91;1000.64;1001.62;636.71;456.25;522.96;521.22;103.09;99.56
05/04/2025 09:31:16.92;1000.86;1001.62;640.69;457.57;522.08;520.34;103.32;99.78
05/04/2025 09:31:16.93;1000.64;1001.39;636.71;456.25;523.18;521.66;103.09;99.56
05/04/2025 09:31:16.94;1000.42;1001.62;640.47;457.13;521.85;520.11;103.09;99.56
