Data;Sensore_1[mm];Sensore_2[mm];Sensore_3[mm];Sensore_4[mm];Sensore_5[mm];Sensore_6[mm];Sensore_7[mm];Sensore_8[mm]
22.03.2025 11:46;98,67;98,89;99,34;99,34;482,56;494,49;102,65;99,56
22.03.2025 11:46;99,12;99,34;99,56;99,56;480,79;494,27;102,87;99,78
22.03.2025 11:46;98,45;98,89;99,12;99,12;481,24;495,6;102,43;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,56;479,91;498,47;103,09;99,78
22.03.2025 11:46;98,67;98,89;99,34;99,34;479,47;497,36;102,21;99,34
22.03.2025 11:46;98,89;99,11;99,34;99,56;478,81;501,34;102,87;99,78
22.03.2025 11:46;98,45;98,89;99,12;99,34;477,7;500,24;102,65;99,56
22.03.2025 11:46;98,45;98,67;99,12;99,34;478,59;503,11;102,87;99,78
22.03.2025 11:46;98,67;99,11;99,56;99,56;477,48;504,43;102,87;99,78
22.03.2025 11:46;98,45;98,67;99,12;99,34;478,15;504,87;102,43;99,34
22.03.2025 11:46;99,12;99,34;99,56;99,56;477,04;508,41;103,09;99,78
22.03.2025 11:46;98,45;98,45;99,12;99,34;477,48;507,75;102,65;99,34
22.03.2025 11:46;98,89;99,56;99,78;99,78;477,7;511,5;102,87;99,78
22.03.2025 11:46;98,67;98,89;99,34;99,34;477,04;510,84;102,87;99,56
22.03.2025 11:46;98,67;98,67;99,34;99,56;478,59;513,49;103,09;99,56
22.03.2025 11:46;98,89;99,11;99,34;99,56;478,15;515,92;103,32;99,78
22.03.2025 11:46;98,23;98,45;99,12;99,34;479,91;515,92;102,65;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,56;479,03;519,67;103,32;99,78
22.03.2025 11:46;98,45;98,67;99,34;99,34;479,69;517,91;102,65;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,56;481,46;521,44;103,09;99,78
22.03.2025 11:46;98,45;98,89;99,56;99,56;481,46;521,66;102,65;99,34
22.03.2025 11:46;98,89;99,11;99,56;99,56;483,22;522,54;102,87;99,56
22.03.2025 11:46;98,89;99,11;99,56;99,34;482,56;524,97;103,09;99,78
22.03.2025 11:46;98,45;98,89;99,34;99,34;484,99;523,87;102,65;99,34
22.03.2025 11:46;98,89;99,11;99,56;99,78;485,87;527,62;103,32;99,78
22.03.2025 11:46;98,45;98,67;99,12;99,12;486,31;526,08;102,87;99,56
22.03.2025 11:46;98,67;99,11;99,34;99,56;489,4;528,07;103,54;99,78
22.03.2025 11:46;98,45;98,67;99,34;99,56;488,96;528,73;102,87;99,56
22.03.2025 11:46;99,12;98,89;99,34;99,34;492,27;527,85;103,09;99,78
22.03.2025 11:46;98,67;98,89;99,34;99,56;491,83;530,05;103,09;99,78
22.03.2025 11:46;98,67;98,67;99,34;99,34;494,04;527,85;102,87;99,56
22.03.2025 11:46;99,34;99,56;99,56;99,56;496,25;528,95;103,09;100
22.03.2025 11:46;98,23;98,45;99,34;99,56;497,13;528,51;102,65;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,78;500,66;528,29;103,09;99,78
22.03.2025 11:46;98,67;98,89;99,34;99,12;500;528,51;102,87;99,56
22.03.2025 11:46;98,67;98,67;99,34;99,56;504,19;527,62;102,87;99,56
22.03.2025 11:46;98,89;99,11;99,12;99,34;504,41;528,07;103,32;99,78
22.03.2025 11:46;98,23;98,45;99,34;99,56;506,4;526,3;102,87;99,56
22.03.2025 11:46;99,12;99,34;99,56;99,56;509,27;525,42;103,09;99,78
22.03.2025 11:46;98,23;98,45;99,34;99,34;509,71;525,42;102,65;99,34
22.03.2025 11:46;99,12;99,11;99,34;99,56;513,69;524,09;103,32;99,78
22.03.2025 11:46;98,45;98,89;99,34;99,34;512,8;523,65;102,87;99,56
22.03.2025 11:46;98,45;98,89;99,56;99,78;515,89;522,32;102,87;99,34
22.03.2025 11:46;98,67;99,11;99,56;99,78;517,44;521,44;103,09;99,78
22.03.2025 11:46;98,45;98,67;99,12;99,12;518,1;520,11;102,87;99,34
22.03.2025 11:46;98,89;99,56;99,56;99,56;520,97;518,57;103,09;99,78
22.03.2025 11:46;98,23;98,67;99,12;99,34;520,31;518,13;102,87;99,34
22.03.2025 11:46;98,89;99,11;99,78;99,56;523,62;516,36;103,09;99,78
22.03.2025 11:46;98,67;98,67;99,34;99,34;522,96;515,26;102,65;99,56
22.03.2025 11:46;98,89;98,89;99,56;99,34;524,06;513,93;103,09;99,56
22.03.2025 11:46;98,89;99,11;99,34;99,34;525,83;512,38;103,32;99,78
22.03.2025 11:46;98,45;98,89;99,34;99,34;525,39;511,5;102,87;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,56;527,81;509,51;103,09;100
22.03.2025 11:46;98,23;98,45;99,12;99,34;526,49;508,85;102,65;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,56;527,37;507,08;102,87;99,78
22.03.2025 11:46;98,45;98,67;99,34;99,34;528,04;505,76;102,87;99,56
22.03.2025 11:46;98,67;99,11;99,56;99,56;527,81;504,65;102,65;99,56
22.03.2025 11:46;98,67;99,11;99,56;99,56;528,7;502,89;103,09;99,78
22.03.2025 11:46;98,45;98,67;99,34;99,34;527,59;502,67;102,65;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,56;528,26;500,68;103,09;99,78
22.03.2025 11:46;98,45;98,45;99,12;99,34;527,59;499,57;102,43;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,56;526,93;498,47;102,87;99,78
22.03.2025 11:46;98,67;98,67;99,34;99,12;526,93;496,7;102,65;99,56
22.03.2025 11:46;98,67;99,11;99,34;99,34;525,83;496,48;103,09;99,78
22.03.2025 11:46;98,67;98,89;99,56;99,56;525,83;493,83;102,87;99,78
22.03.2025 11:46;98,45;98,89;99,34;99,56;524,5;493,83;102,43;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,78;523,62;492,06;102,87;99,78
22.03.2025 11:46;98,45;98,67;99,12;99,12;523,4;490,96;102,65;99,56
22.03.2025 11:46;98,89;99,11;99,34;99,78;521,85;490,52;103,09;99,78
22.03.2025 11:46;98,45;98,89;99,34;99,34;521,19;488,31;102,65;99,56
22.03.2025 11:46;98,89;99,11;99,34;99,56;519,65;488,97;102,87;99,78
22.03.2025 11:46;98,67;98,89;99,56;99,56;518,98;486,76;102,65;99,56
22.03.2025 11:46;98,45;98,89;99,34;99,34;517,88;486,98;102,65;99,56
22.03.2025 11:46;98,89;99,34;99,56;99,56;516,34;486,32;103,09;99,78
22.03.2025 11:46;98,23;98,45;99,12;99,34;515,89;485,44;102,65;99,34
22.03.2025 11:46;98,89;99,56;99,56;99,56;514,13;485,22;102,87;99,78
22.03.2025 11:46;98,45;98,67;99,12;99,34;512,58;483,45;102,43;99,56
22.03.2025 11:46;98,45;99,11;99,56;99,56;511,7;484,77;102,87;99,56
22.03.2025 11:46;98,67;99,11;99,56;99,34;509,49;482,79;102,65;99,78
22.03.2025 11:46;98,45;98,89;99,34;99,34;509,27;483,67;102,43;99,56
22.03.2025 11:46;98,89;99,11;99,78;99,56;506,84;482,79;103,09;100
22.03.2025 11:46;98,45;98,89;99,12;99,34;505,74;482,57;102,43;99,34
22.03.2025 11:46;98,89;99,34;99,78;99,56;504,19;483,67;102,87;99,78
22.03.2025 11:46;98,45;98,67;99,12;99,12;502,43;482,57;102,65;99,34
22.03.2025 11:46;98,89;99,34;99,56;99,56;501,1;484,11;102,65;99,56
22.03.2025 11:46;98,67;98,89;99,12;99,34;498,9;483,01;102,65;99,56
22.03.2025 11:46;98,45;98,89;99,34;99,34;498,68;484,55;102,65;99,56
22.03.2025 11:46;98,89;99,34;99,56;99,56;496,25;484,11;102,87;99,78
22.03.2025 11:46;98,45;98,67;99,34;99,12;494,92;484,33;102,43;99,56
22.03.2025 11:46;99,12;99,34;99,56;99,56;493,82;486,32;103,09;99,78
22.03.2025 11:46;98,45;98,89;99,34;99,56;492,05;485,44;102,43;99,34
22.03.2025 11:46;99,12;99,11;99,34;99,34;491,83;488,31;102,87;99,78
22.03.2025 11:46;98,67;98,89;99,34;99,34;489,4;487,42;102,65;99,56
22.03.2025 11:46;98,45;98,45;99,12;99,34;489,4;489,63;102,65;99,78
22.03.2025 11:46;98,89;99,34;99,56;99,56;487,64;490,3;103,09;99,78
22.03.2025 11:46;98,45;98,67;99,34;99,34;486,53;490,52;102,43;99,34
22.03.2025 11:46;98,89;99,11;99,56;99,78;486,09;493,39;102,87;99,78
22.03.2025 11:46;98,23;98,67;99,34;99,56;483,89;492,5;102,65;99,34
