Data;Sensore_1[mm];Sensore_2[mm];Sensore_3[mm];Sensore_4[mm];Sensore_5[mm];Sensore_6[mm];Sensore_7[mm];Sensore_8[mm]
05/04/2025 10:13:02.03;1000.42;1001.62;639.36;456.02;441.72;454.51;102.43;99.56
05/04/2025 10:13:02.04;1000.86;1001.62;638.92;456.02;441.28;454.51;102.65;100.00
05/04/2025 10:13:02.05;1000.86;1001.62;637.60;457.57;443.27;455.84;102.65;100.00
05/04/2025 10:13:02.06;1000.42;1001.62;640.69;456.91;442.16;454.29;102.43;99.56
05/04/2025 10:13:02.07;1001.08;1001.39;637.60;458.67;444.15;455.62;102.65;99.78
05/04/2025 10:13:02.08;1000.64;1001.62;641.13;457.35;444.59;454.29;102.65;99.78
05/04/2025 10:13:02.09;1001.08;1001.62;637.38;457.79;444.59;454.51;102.43;99.56
05/04/2025 10:13:02.10;1000.64;1001.62;638.04;458.01;446.80;455.18;102.65;99.78
05/04/2025 10:13:02.11;1000.86;1001.62;640.91;457.57;446.36;454.29;102.65;99.78
05/04/2025 10:13:02.12;1001.08;1001.39;637.16;458.90;448.57;455.40;102.43;99.56
05/04/2025 10:13:02.13;1000.64;1001.62;640.91;457.35;447.90;454.29;102.65;99.56
05/04/2025 10:13:02.14;1001.08;1001.62;637.60;458.90;449.23;455.18;102.65;99.78
05/04/2025 10:13:02.15;1000.42;1001.39;640.25;457.35;450.77;453.63;102.43;99.56
05/04/2025 10:13:02.16;1000.64;1001.62;638.26;456.47;450.55;453.63;102.65;99.56
05/04/2025 10:13:02.17;1001.08;1001.62;637.60;457.79;452.98;454.96;102.87;99.78
05/04/2025 10:13:02.18;1000.42;1001.84;640.91;457.13;452.10;452.97;102.43;99.78
05/04/2025 10:13:02.19;1001.31;1001.62;637.16;458.23;454.08;454.29;102.43;99.56
05/04/2025 10:13:02.20;1000.64;1001.39;641.13;457.13;454.53;453.19;102.65;99.78
05/04/2025 10:13:02.21;1001.08;1001.62;637.38;457.57;454.97;453.41;102.65;99.56
05/04/2025 10:13:02.22;1001.08;1001.62;638.26;457.35;456.73;453.41;102.65;99.56
05/04/2025 10:13:02.23;1000.64;1001.62;640.47;456.91;456.07;452.53;102.65;99.78
05/04/2025 10:13:02.24;1001.08;1001.39;637.38;458.23;458.28;453.41;102.43;99.56
05/04/2025 10:13:02.25;1000.64;1001.17;641.13;456.69;457.17;452.30;102.43;99.56
05/04/2025 10:13:02.26;1000.86;1001.62;637.60;458.23;458.50;453.19;102.65;99.78
05/04/2025 10:13:02.27;1000.42;1001.62;640.69;456.91;460.04;451.42;102.43;100.00
05/04/2025 10:13:02.28;1000.64;1001.62;637.38;456.02;459.16;450.98;102.43;99.56
05/04/2025 10:13:02.29;1001.08;1001.39;637.60;457.35;460.93;452.53;102.65;99.78
05/04/2025 10:13:02.30;1000.64;1001.62;640.91;456.02;459.82;450.76;102.43;99.78
05/04/2025 10:13:02.31;1001.08;1001.62;636.93;457.13;461.15;451.86;102.43;99.56
05/04/2025 10:13:02.32;1000.86;1001.62;641.13;456.25;461.37;450.54;102.43;99.56
05/04/2025 10:13:02.33;1000.86;1001.62;637.38;456.69;461.15;451.20;102.43;99.56
05/04/2025 10:13:02.34;1000.86;1001.39;638.92;456.25;462.47;450.54;102.21;99.56
05/04/2025 10:13:02.35;1000.86;1001.39;639.36;455.80;461.59;450.32;102.43;99.56
05/04/2025 10:13:02.36;1001.08;1001.62;637.60;457.13;463.36;451.42;102.65;99.78
05/04/2025 10:13:02.37;1000.42;1001.39;640.91;455.58;462.03;449.65;102.21;99.56
05/04/2025 10:13:02.38;1000.86;1001.62;637.38;458.01;462.69;450.98;102.43;99.78
05/04/2025 10:13:02.39;1000.86;1001.39;641.13;456.91;463.80;449.87;102.43;99.78
05/04/2025 10:13:02.40;1000.42;1001.39;637.16;456.69;462.91;449.43;102.43;99.56
05/04/2025 10:13:02.41;1001.08;1001.62;637.60;458.01;464.24;450.10;102.43;99.78
05/04/2025 10:13:02.42;1000.64;1001.62;640.91;456.69;463.13;448.99;102.43;99.78
05/04/2025 10:13:02.43;1001.08;1001.62;637.38;458.23;464.24;449.65;102.43;99.56
05/04/2025 10:13:02.44;1000.86;1001.39;640.91;456.91;464.24;448.55;102.43;99.56
05/04/2025 10:13:02.45;1000.86;1001.62;637.16;458.23;464.24;449.65;102.65;99.78
05/04/2025 10:13:02.46;1001.08;1001.39;639.81;457.35;465.56;448.33;102.43;99.56
05/04/2025 10:13:02.47;1000.42;1001.17;638.92;456.91;464.46;448.33;102.43;99.56
05/04/2025 10:13:02.48;1001.31;1001.62;637.60;457.79;466.45;449.21;102.65;99.78
05/04/2025 10:13:02.49;1000.42;1001.17;640.91;455.80;465.12;447.67;102.43;99.56
05/04/2025 10:13:02.50;1000.86;1001.17;637.16;457.13;466.23;448.99;102.43;99.56
05/04/2025 10:13:02.51;1001.08;1001.62;641.35;456.25;467.77;447.67;102.43;99.78
05/04/2025 10:13:02.52;1000.64;1001.62;637.16;456.25;466.89;447.89;102.43;99.56
05/04/2025 10:13:02.53;1001.08;1001.62;637.60;456.91;469.09;448.33;102.43;99.56
05/04/2025 10:13:02.54;1000.86;1001.39;640.47;456.02;468.21;447.45;102.65;99.78
05/04/2025 10:13:02.55;1001.08;1001.62;637.38;457.35;470.20;448.33;102.43;99.56
05/04/2025 10:13:02.56;1000.86;1001.39;640.69;455.80;469.98;447.00;102.43;99.56
05/04/2025 10:13:02.57;1000.42;1001.39;637.38;456.91;471.08;448.33;102.43;99.78
05/04/2025 10:13:02.58;1001.31;1001.39;640.47;456.02;472.63;447.22;102.43;99.56
05/04/2025 10:13:02.59;1000.42;1001.62;638.04;456.69;472.19;447.00;102.21;99.56
05/04/2025 10:13:02.60;1001.08;1001.62;637.60;458.23;474.83;448.77;102.65;99.78
05/04/2025 10:13:02.61;1000.64;1001.39;640.91;456.69;473.51;447.89;102.43;99.56
05/04/2025 10:13:02.62;1000.42;1001.62;637.16;458.23;475.06;449.21;102.43;99.56
05/04/2025 10:13:02.63;1001.08;1001.39;640.91;457.13;476.38;448.11;102.43;99.78
05/04/2025 10:13:02.64;1000.64;1001.39;637.38;457.35;475.94;449.43;102.43;99.56
05/04/2025 10:13:02.65;1000.86;1001.62;638.48;458.23;477.92;449.21;102.43;99.56
05/04/2025 10:13:02.66;1000.64;1001.39;640.25;457.35;477.26;449.65;102.43;99.78
05/04/2025 10:13:02.67;1000.86;1001.62;637.60;458.45;479.25;451.42;102.65;99.78
05/04/2025 10:13:02.68;1000.86;1001.62;640.91;456.91;479.03;449.87;102.21;99.56
05/04/2025 10:13:02.69;1000.64;1001.62;637.38;457.35;479.47;452.08;102.43;99.78
05/04/2025 10:13:02.70;1001.31;1001.62;641.13;456.25;480.79;450.98;102.65;99.78
05/04/2025 10:13:02.71;1000.42;1001.39;637.60;455.80;479.69;451.86;102.65;99.56
05/04/2025 10:13:02.73;1000.86;1001.62;637.60;457.57;481.68;453.41;102.43;99.78
05/04/2025 10:13:02.73;1001.08;1001.62;641.13;456.91;480.57;453.41;102.65;99.78
05/04/2025 10:13:02.74;1000.64;1001.62;637.16;458.01;481.02;454.96;102.43;99.56
05/04/2025 10:13:02.75;1001.08;1001.39;641.13;456.91;481.90;454.29;102.65;99.78
05/04/2025 10:13:02.76;1000.64;1001.39;637.60;457.35;481.24;456.94;102.65;99.78
05/04/2025 10:13:02.77;1001.08;1001.62;639.14;457.79;482.34;456.06;102.43;99.56
05/04/2025 10:13:02.78;1000.86;1001.39;639.36;456.91;481.24;457.38;102.65;99.78
05/04/2025 10:13:02.79;1000.64;1001.62;637.60;458.23;482.12;459.37;102.87;99.78
05/04/2025 10:13:02.81;1001.08;1001.39;641.13;456.91;481.46;458.49;102.65;99.56
05/04/2025 10:13:02.81;1000.64;1001.39;637.16;457.13;480.79;460.92;102.65;99.78
05/04/2025 10:13:02.82;1001.31;1001.62;641.13;456.47;481.90;460.04;102.87;99.78
05/04/2025 10:13:02.83;1000.64;1001.39;637.38;455.80;480.13;461.36;102.65;99.56
05/04/2025 10:13:02.84;1000.64;1001.62;637.60;457.13;481.24;462.69;102.65;99.56
05/04/2025 10:13:02.85;1001.31;1001.39;640.91;456.25;480.35;462.91;102.87;99.78
05/04/2025 10:13:02.86;1000.86;1001.62;637.38;457.35;479.91;464.45;102.65;99.56
05/04/2025 10:13:02.87;1001.08;1001.62;641.13;455.80;480.13;463.79;102.65;99.56
05/04/2025 10:13:02.88;1000.64;1001.62;637.38;456.25;478.81;466.44;102.87;99.78
05/04/2025 10:13:02.89;1000.86;1001.62;639.81;456.69;479.47;465.12;102.43;99.56
05/04/2025 10:13:02.91;1001.08;1001.62;638.70;455.58;477.92;466.00;102.65;99.78
05/04/2025 10:13:02.91;1000.64;1001.62;637.60;458.01;478.59;467.77;102.87;99.78
05/04/2025 10:13:02.92;1001.31;1001.62;641.13;456.91;477.26;467.32;102.65;99.78
05/04/2025 10:13:02.94;1000.64;1001.39;637.38;457.79;476.16;468.87;102.21;99.56
05/04/2025 10:13:02.94;1001.08;1001.62;641.13;457.13;476.82;468.43;102.65;99.56
05/04/2025 10:13:02.96;1000.86;1001.39;637.38;456.91;475.28;469.75;102.65;99.56
05/04/2025 10:13:02.97;1000.42;1001.62;637.82;458.23;475.28;469.75;102.65;99.56
05/04/2025 10:13:02.97;1001.08;1001.62;640.91;457.13;474.17;469.75;102.65;99.78
05/04/2025 10:13:02.99;1000.64;1001.39;637.38;458.23;473.29;471.08;102.65;99.78
05/04/2025 10:13:03.00;1001.08;1001.62;641.13;456.69;473.29;469.97;102.43;99.56
05/04/2025 10:13:03.01;1000.64;1001.39;637.38;457.57;471.52;471.52;102.65;99.78
05/04/2025 10:13:03.02;1000.86;1001.62;640.47;457.35;471.52;470.20;102.65;99.78
05/04/2025 10:13:03.03;1001.08;1001.39;637.82;455.58;469.76;470.20;102.43;99.56
05/04/2025 10:13:03.04;1000.86;1001.62;637.60;457.35;469.09;471.74;102.87;99.78
05/04/2025 10:13:03.05;1001.08;1001.62;641.13;456.25;468.21;470.64;102.87;99.78
05/04/2025 10:13:03.06;1000.42;1001.39;637.16;456.91;466.23;472.18;102.43;99.56
05/04/2025 10:13:03.07;1000.86;1001.62;640.91;455.80;466.67;471.30;102.65;99.78
05/04/2025 10:13:03.08;1001.08;1001.39;637.38;455.80;464.46;471.96;102.65;99.78
05/04/2025 10:13:03.09;1000.64;1001.62;638.48;456.91;463.58;471.30;102.43;99.56
05/04/2025 10:13:03.10;1001.31;1001.62;640.03;456.25;462.25;471.52;102.65;99.78
05/04/2025 10:13:03.11;1000.64;1001.62;637.38;456.91;460.49;473.07;102.65;99.78
