Data;Sensore_1[mm];Sensore_2[mm];Sensore_3[mm];Sensore_4[mm];Sensore_5[mm];Sensore_6[mm];Sensore_7[mm];Sensore_8[mm]
05/04/2025 13:09:29.24;1000.86;1001.62;638.04;456.69;482.78;454.51;102.65;99.78
05/04/2025 13:09:29.25;1001.31;1001.39;641.57;457.79;482.56;457.16;102.65;99.56
05/04/2025 13:09:29.26;1000.64;1001.62;637.82;456.25;481.90;457.61;102.65;99.78
05/04/2025 13:09:29.27;1001.08;1001.62;641.79;457.35;481.02;461.14;102.87;99.78
05/04/2025 13:09:29.28;1000.64;1001.39;638.04;455.80;481.24;460.04;102.65;99.56
05/04/2025 13:09:29.29;1000.86;1001.62;639.58;456.91;479.69;462.91;102.87;99.78
05/04/2025 13:09:29.30;1001.08;1001.39;640.25;457.13;479.47;464.23;102.65;99.78
05/04/2025 13:09:29.31;1000.64;1001.62;637.82;456.02;478.15;464.23;102.43;99.56
05/04/2025 13:09:29.32;1001.08;1001.62;641.35;457.57;477.04;466.44;102.87;99.78
05/04/2025 13:09:29.33;1000.64;1001.39;637.82;456.02;477.04;465.78;102.65;99.78
05/04/2025 13:09:29.34;1000.86;1001.62;641.57;457.35;474.83;467.77;102.65;99.78
05/04/2025 13:09:29.35;1001.08;1001.62;637.82;456.25;474.61;467.10;102.65;99.78
05/04/2025 13:09:29.36;1000.64;1001.62;638.26;456.91;472.85;468.21;102.65;99.78
05/04/2025 13:09:29.37;1001.31;1001.39;641.35;458.45;471.30;469.97;102.65;99.78
05/04/2025 13:09:29.38;1000.64;1001.39;637.82;457.13;470.42;469.53;102.65;99.78
05/04/2025 13:09:29.39;1000.86;1001.39;641.79;458.23;467.99;471.52;102.65;99.78
05/04/2025 13:09:29.40;1001.08;1001.39;638.04;456.91;467.77;470.42;102.43;99.56
05/04/2025 13:09:29.41;1000.64;1001.62;640.25;458.01;465.56;471.74;102.87;99.78
05/04/2025 13:09:29.42;1001.31;1001.39;639.58;458.01;464.24;472.40;102.65;99.56
05/04/2025 13:09:29.43;1000.64;1001.39;637.82;457.13;463.13;472.18;102.65;99.56
05/04/2025 13:09:29.44;1001.31;1001.62;641.79;458.67;460.26;473.95;102.87;99.78
05/04/2025 13:09:29.45;1000.86;1001.39;637.82;457.57;460.04;472.85;102.65;99.78
05/04/2025 13:09:29.47;1000.86;1001.62;641.57;457.57;456.95;474.39;102.65;99.56
05/04/2025 13:09:29.47;1001.31;1001.62;638.04;456.25;456.07;473.51;102.65;99.78
05/04/2025 13:09:29.48;1000.64;1001.62;638.48;456.02;454.08;473.95;102.65;99.78
05/04/2025 13:09:29.49;1001.31;1001.62;641.35;457.13;451.88;475.50;102.87;99.78
05/04/2025 13:09:29.50;1000.64;1001.39;638.04;456.02;450.77;474.83;102.65;99.78
05/04/2025 13:09:29.51;1000.64;1001.62;641.57;457.35;448.12;476.38;102.87;99.78
05/04/2025 13:09:29.52;1001.08;1001.39;637.60;456.02;447.46;475.50;102.65;99.56
05/04/2025 13:09:29.53;1000.64;1001.62;640.91;456.69;445.03;477.48;102.65;99.78
05/04/2025 13:09:29.54;1001.08;1001.39;639.14;456.47;443.71;477.26;102.87;99.56
05/04/2025 13:09:29.55;1000.64;1001.62;637.82;455.80;442.16;477.93;102.65;99.56
05/04/2025 13:09:29.56;1001.08;1001.62;641.79;458.01;439.74;480.14;102.87;99.78
05/04/2025 13:09:29.57;1000.86;1001.62;637.82;457.35;439.51;479.25;102.65;99.78
05/04/2025 13:09:29.58;1000.64;1001.62;641.57;458.45;436.87;482.12;102.87;99.56
05/04/2025 13:09:29.59;1001.08;1001.39;638.04;457.13;435.98;481.02;102.87;99.78
05/04/2025 13:09:29.60;1000.64;1001.39;638.70;457.35;433.77;482.79;102.87;99.56
05/04/2025 13:09:29.61;1000.86;1001.62;640.91;458.45;432.01;484.77;102.87;99.56
05/04/2025 13:09:29.62;1000.86;1001.62;637.82;457.13;430.91;484.77;103.09;99.78
05/04/2025 13:09:29.63;1000.86;1001.62;641.57;458.67;428.04;487.20;102.87;99.56
05/04/2025 13:09:29.64;1001.08;1001.62;637.82;457.35;427.37;486.32;103.09;99.78
05/04/2025 13:09:29.65;1000.64;1001.62;641.35;458.45;424.50;489.63;103.09;99.78
05/04/2025 13:09:29.66;1001.31;1001.39;638.48;457.57;421.85;488.97;103.09;99.56
05/04/2025 13:09:29.67;1000.64;1001.39;638.04;456.02;420.09;490.08;103.09;99.78
05/04/2025 13:09:29.68;1000.86;1001.62;641.57;457.57;416.56;492.73;102.87;99.56
05/04/2025 13:09:29.69;1001.08;1001.62;638.04;456.02;415.67;492.06;102.87;99.56
05/04/2025 13:09:29.70;1000.64;1001.62;641.57;457.35;411.48;494.93;102.87;99.56
05/04/2025 13:09:29.71;1001.53;1001.62;637.82;456.25;409.49;494.05;102.87;99.78
05/04/2025 13:09:29.73;1000.64;1001.39;639.36;456.02;406.84;496.04;102.87;99.56
05/04/2025 13:09:29.73;1000.86;1001.62;640.25;457.13;403.53;497.36;102.87;99.78
05/04/2025 13:09:29.74;1001.08;1001.39;637.82;456.02;402.43;497.59;102.87;99.78
05/04/2025 13:09:29.75;1000.86;1001.62;641.57;457.35;399.12;499.79;102.87;99.78
05/04/2025 13:09:29.76;1001.08;1001.62;637.82;455.80;398.68;499.13;102.87;99.56
05/04/2025 13:09:29.77;1000.86;1001.39;641.79;458.45;396.25;501.56;103.09;99.78
05/04/2025 13:09:29.78;1001.08;1001.62;638.04;457.35;395.58;500.46;102.87;99.56
