Data;Sensore_1[mm];Sensore_2[mm];Sensore_3[mm];Sensore_4[mm];Sensore_5[mm];Sensore_6[mm];Sensore_7[mm];Sensore_8[mm]
22/03/2025 10:42:48.26;98.45;99.11;99.34;99.34;745.92;748.51;104.86;99.56
22/03/2025 10:42:48.27;98.89;99.34;99.56;99.56;745.03;747.62;105.08;99.78
22/03/2025 10:42:48.28;98.67;99.34;99.34;99.56;745.70;748.73;105.08;99.56
22/03/2025 10:42:48.29;98.67;98.89;99.12;99.34;745.25;747.62;104.86;99.56
22/03/2025 10:42:48.30;98.89;99.78;99.34;99.56;745.03;748.06;105.30;99.78
22/03/2025 10:42:48.31;98.45;98.67;99.12;99.34;745.92;748.51;104.86;99.34
22/03/2025 10:42:48.32;98.67;99.34;99.56;99.56;745.03;748.06;105.30;99.78
22/03/2025 10:42:48.33;98.67;99.11;99.34;99.34;745.92;748.95;105.08;99.56
22/03/2025 10:42:48.34;98.67;99.11;99.34;99.34;744.81;747.84;104.86;99.56
22/03/2025 10:42:48.35;98.89;99.34;99.56;99.56;744.81;748.51;105.08;100.00
22/03/2025 10:42:48.36;98.45;98.89;99.12;99.34;745.70;748.51;104.64;99.56
22/03/2025 10:42:48.38;99.12;99.78;99.78;99.56;745.03;748.06;105.30;100.00
22/03/2025 10:42:48.38;98.45;98.89;99.12;99.56;745.92;748.95;104.64;99.34
22/03/2025 10:42:48.39;98.89;99.34;99.56;99.56;744.81;748.28;105.30;99.78
22/03/2025 10:42:48.40;98.67;99.34;99.34;99.56;745.47;749.17;105.08;99.78
22/03/2025 10:42:48.41;98.45;98.89;99.12;99.34;745.25;748.06;105.08;99.56
22/03/2025 10:42:48.42;98.89;99.56;99.34;99.56;744.81;748.28;105.30;100.00
22/03/2025 10:42:48.43;98.45;98.89;99.12;99.34;745.92;749.17;105.08;99.56
22/03/2025 10:42:48.44;98.89;99.34;99.56;99.56;745.03;748.28;105.30;99.78
22/03/2025 10:42:48.45;98.45;98.89;99.34;99.34;745.92;749.17;105.08;99.56
22/03/2025 10:42:48.46;98.67;99.11;99.56;99.56;744.81;747.84;104.86;99.56
22/03/2025 10:42:48.47;98.89;99.34;99.34;99.56;744.81;748.73;105.30;100.00
22/03/2025 10:42:48.48;98.45;98.67;99.12;99.34;745.47;748.06;104.86;99.56
22/03/2025 10:42:48.49;98.89;99.56;99.56;99.78;744.59;748.06;105.30;100.00
22/03/2025 10:42:48.50;98.45;99.11;99.12;99.56;745.47;748.73;104.86;99.56
22/03/2025 10:42:48.51;98.67;99.34;99.56;99.56;744.59;747.84;105.30;99.78
22/03/2025 10:42:48.52;98.67;99.34;99.56;99.34;745.03;748.51;104.86;99.56
22/03/2025 10:42:48.53;98.67;99.11;99.34;99.56;745.03;747.40;104.86;99.56
22/03/2025 10:42:48.54;98.89;99.56;99.56;99.56;744.59;748.06;105.30;99.78
22/03/2025 10:42:48.55;98.23;98.67;99.12;99.12;745.25;748.28;104.86;99.34
22/03/2025 10:42:48.56;98.89;99.56;99.56;99.56;744.59;747.84;105.30;99.78
22/03/2025 10:42:48.57;98.67;99.11;99.34;99.34;745.47;748.51;104.86;99.56
22/03/2025 10:42:48.58;98.45;99.11;99.56;99.56;744.37;747.18;105.08;99.56
22/03/2025 10:42:48.60;98.67;99.56;99.56;99.56;744.59;748.28;104.86;99.78
22/03/2025 10:42:48.60;98.67;99.11;99.34;99.34;745.25;747.18;104.86;99.34
22/03/2025 10:42:48.61;98.89;99.56;99.56;99.78;744.59;747.84;105.30;100.00
22/03/2025 10:42:48.63;98.23;98.67;99.34;99.34;745.47;748.28;104.86;99.34
22/03/2025 10:42:48.64;98.67;99.34;99.56;99.56;744.59;747.62;105.30;99.78
22/03/2025 10:42:48.65;98.89;99.11;99.34;99.34;745.25;748.06;105.08;99.78
22/03/2025 10:42:48.65;98.67;99.11;99.34;99.56;745.25;747.40;105.08;99.56
22/03/2025 10:42:48.66;99.12;100.00;99.78;99.78;744.81;747.84;105.30;99.78
22/03/2025 10:42:48.68;98.23;98.67;99.34;99.34;745.92;747.84;104.86;99.34
22/03/2025 10:42:48.69;98.89;99.78;99.56;99.56;744.81;747.40;105.30;100.00
22/03/2025 10:42:48.70;98.67;99.34;99.34;99.56;745.92;747.84;104.86;99.56
22/03/2025 10:42:48.71;98.67;99.11;99.34;99.56;745.03;747.18;105.08;99.56
22/03/2025 10:42:48.71;98.89;99.56;99.56;99.56;745.03;748.28;105.08;99.78
22/03/2025 10:42:48.72;98.23;98.89;99.34;99.34;745.92;747.18;105.08;99.56
22/03/2025 10:42:48.73;98.89;99.56;99.56;99.56;745.25;747.18;105.08;99.78
22/03/2025 10:42:48.75;98.45;98.89;99.34;99.56;746.36;748.06;105.08;99.56
22/03/2025 10:42:48.76;98.67;99.11;99.34;99.56;745.47;747.62;105.30;99.78
22/03/2025 10:42:48.77;98.67;99.34;99.56;99.56;745.92;748.06;105.08;99.56
22/03/2025 10:42:48.78;98.67;99.11;99.34;99.56;745.70;747.18;105.08;99.56
22/03/2025 10:42:48.79;98.89;99.78;99.78;99.78;745.70;747.84;105.08;99.78
22/03/2025 10:42:48.79;98.67;98.89;99.12;99.12;746.14;747.40;104.86;99.56
22/03/2025 10:42:48.81;98.89;99.56;99.56;99.56;745.47;747.40;105.30;99.78
22/03/2025 10:42:48.82;98.67;99.11;99.12;99.34;746.36;748.28;105.08;99.56
22/03/2025 10:42:48.83;98.67;99.11;99.56;99.78;745.70;746.96;104.86;99.56
22/03/2025 10:42:48.84;99.12;99.34;99.34;99.56;745.70;748.73;105.30;99.78
22/03/2025 10:42:48.84;98.23;98.89;99.34;99.56;746.58;747.18;104.86;99.34
22/03/2025 10:42:48.86;98.89;99.56;99.56;99.56;745.92;747.84;105.30;99.78
22/03/2025 10:42:48.87;98.23;98.89;99.34;99.34;746.58;748.06;104.86;99.34
22/03/2025 10:42:48.88;98.89;99.34;99.56;99.56;745.70;747.62;105.08;99.78
22/03/2025 10:42:48.89;98.67;99.34;99.34;99.34;746.36;748.51;105.08;99.78
22/03/2025 10:42:48.90;98.67;99.11;99.34;99.34;745.92;747.40;104.86;99.56
22/03/2025 10:42:48.91;98.89;99.56;99.56;99.56;745.70;748.51;105.30;100.00
22/03/2025 10:42:48.91;98.45;98.89;99.12;99.34;746.58;747.84;104.86;99.34
22/03/2025 10:42:48.93;98.89;99.56;99.78;99.78;745.70;747.84;105.30;100.00
22/03/2025 10:42:48.94;98.67;99.11;99.34;99.56;746.58;748.51;104.86;99.56
22/03/2025 10:42:48.95;98.67;99.11;99.56;99.34;745.47;747.40;105.08;99.56
22/03/2025 10:42:48.96;98.89;99.56;99.34;99.56;745.47;748.73;105.08;99.78
22/03/2025 10:42:48.97;98.67;99.11;99.34;99.34;746.14;747.40;104.86;99.56
22/03/2025 10:42:48.98;99.12;99.78;99.56;99.78;745.47;748.28;105.30;100.00
22/03/2025 10:42:48.99;98.45;98.89;99.34;99.34;746.36;748.28;104.64;99.34
22/03/2025 10:42:49.00;98.67;99.34;99.56;99.56;745.25;747.62;105.08;99.78
22/03/2025 10:42:49.01;98.45;99.11;99.34;99.56;746.36;748.73;105.08;99.78
22/03/2025 10:42:49.02;98.67;99.11;99.34;99.34;745.47;747.40;104.86;99.56
22/03/2025 10:42:49.03;98.89;99.78;99.78;99.78;745.25;748.51;105.08;99.78
22/03/2025 10:42:49.04;98.45;98.89;99.12;99.12;745.92;747.18;104.64;99.34
22/03/2025 10:42:49.05;98.89;99.56;99.56;99.56;745.25;747.62;105.30;100.00
22/03/2025 10:42:49.06;98.67;99.11;99.34;99.34;746.14;748.06;104.86;99.56
22/03/2025 10:42:49.07;98.67;99.34;99.56;99.56;745.03;747.40;105.08;99.78
22/03/2025 10:42:49.08;98.89;99.56;99.56;99.56;745.25;748.28;105.08;99.78
22/03/2025 10:42:49.09;98.45;98.89;99.34;99.34;746.14;747.40;105.08;99.56
22/03/2025 10:42:49.10;99.12;99.78;99.78;99.78;745.25;747.84;105.30;100.00
22/03/2025 10:42:49.11;98.45;98.89;99.34;99.34;746.14;748.06;104.86;99.56
22/03/2025 10:42:49.12;98.67;99.34;99.56;99.78;745.47;747.62;105.08;99.78
22/03/2025 10:42:49.13;98.89;99.34;99.56;99.56;746.14;748.28;105.08;99.78
22/03/2025 10:42:49.14;98.45;99.11;99.34;99.56;745.47;746.96;105.08;99.56
22/03/2025 10:42:49.15;98.89;99.56;99.56;99.78;745.25;748.28;105.30;99.78
22/03/2025 10:42:49.16;98.45;99.11;99.12;99.34;745.92;746.74;104.86;99.34
22/03/2025 10:42:49.17;99.12;99.78;99.56;99.56;745.25;747.40;105.30;99.78
22/03/2025 10:42:49.18;98.45;99.11;99.34;99.34;746.14;747.84;104.86;99.56
22/03/2025 10:42:49.19;98.67;99.11;99.56;99.56;745.25;747.18;104.86;99.56
